17;Private;5,7;Never-married;*;White;Female;*;<=50K
17;Private;5,7;Never-married;*;White;Female;*;<=50K
17;Private;5,7;Never-married;*;White;Female;*;<=50K
17;Private;5,7;Never-married;*;White;Female;*;<=50K
17;Private;5,7;Never-married;*;White;Female;*;<=50K
17;Private;5,7;Never-married;*;White;Female;*;<=50K
17;Private;5,7;Never-married;*;White;Female;*;<=50K
17;Private;5,7;Never-married;*;White;Female;*;<=50K
17;Private;5,7;Never-married;*;White;Female;*;<=50K
17;Private;5,7;Never-married;*;White;Female;*;<=50K
17;Private;5,7;Never-married;*;White;Female;*;<=50K
17;Private;5,7;Never-married;*;White;Female;*;<=50K
17;Private;5,7;Never-married;*;White;Female;*;<=50K
17;Private;5,7;Never-married;*;White;Female;*;<=50K
17;Private;5,7;Never-married;*;White;Female;*;<=50K
17;Private;5,7;Never-married;*;White;Female;*;<=50K
17;Private;5,7;Never-married;*;White;Female;*;<=50K
17;Private;5,7;Never-married;*;White;Female;*;<=50K
17;Private;5,7;Never-married;*;White;Female;*;<=50K
17;Private;5,7;Never-married;*;White;Female;*;<=50K
17;Private;5,7;Never-married;*;White;Female;*;<=50K
17;Private;5,7;Never-married;*;White;Female;*;<=50K
17;Private;5,7;Never-married;*;White;Female;*;<=50K
17;Private;5,7;Never-married;*;White;Female;*;<=50K
17;Private;5,7;Never-married;*;White;Female;*;<=50K
17;Private;5,7;Never-married;*;White;Female;*;<=50K
17;Private;5,7;Never-married;*;White;Female;*;<=50K
17;Private;5,7;Never-married;*;White;Female;*;<=50K
17;Private;5,7;Never-married;*;White;Female;*;<=50K
17;Private;5,7;Never-married;*;White;Female;*;<=50K
17;Private;5,7;Never-married;*;White;Female;*;<=50K
17;Private;5,7;Never-married;*;White;Female;*;<=50K
17;Private;5,7;Never-married;*;White;Female;*;<=50K
17;Private;5,7;Never-married;*;White;Female;*;<=50K
17;Private;5,7;Never-married;*;White;Female;*;<=50K
17;Private;5,7;Never-married;*;White;Female;*;<=50K
17;Private;5,7;Never-married;*;White;Female;*;<=50K
17;Private;5,7;Never-married;*;White;Female;*;<=50K
17;Private;5,7;Never-married;*;White;Female;*;<=50K
17;Private;5,7;Never-married;*;White;Female;*;<=50K
17;Private;5,7;Never-married;*;White;Female;*;<=50K
17;Private;5,7;Never-married;*;White;Female;*;<=50K
17;Private;5,7;Never-married;*;White;Female;*;<=50K
17;Private;5,7;Never-married;*;White;Female;*;<=50K
17;Private;5,7;Never-married;*;White;Female;*;<=50K
17;Private;5,7;Never-married;*;White;Female;*;<=50K
17;Private;5,7;Never-married;*;White;Female;*;<=50K
17;Private;5,7;Never-married;*;White;Female;*;<=50K
17;Private;5,7;Never-married;*;White;Female;*;<=50K
17;Private;5,7;Never-married;*;White;Female;*;<=50K
17;Private;5,7;Never-married;*;White;Female;*;<=50K
